aloadp,asolarp
3.226,-2.8043
3.2685,-2.8232
2.7392,-2.7032
2.4912,-2.6256
2.6001,-2.6179
2.7221,-2.5967
2.7053,-2.6066
2.5658,-2.5576
2.2277,-2.3741
2.6714,-2.258
3.4537,-2.3457
2.3773,-0.9697
2.6821,-2.1216
8,-1.5628
8,-1.3968
8,-1.2198
8,-1.3448
8,-1.3355
8,-1.2105
8,-1.3342
8,-1.4274
7.4222,-1.4147
5.8025,-0.43214
5.0394,-0.94799
5.3753,-1.5904
5.698,-1.4913
4.0607,-1.2318
4.9014,-1.1155
5.8463,-1.1407
4.2136,-1.0502
5.0978,-1.053
4.2975,-1.0483
5.3072,-0.63584
2.1716,-0.43366
2.1512,-0.5192
2.4824,-0.55643
2.4545,-0.55782
2.3577,-0.51731
2.3356,-0.40921
2.0439,-0.3271
2.1399,-0.32389
2.2818,-0.3388
2.1384,-0.31945
2.0683,-0.42794
2.2554,-0.39347
2.209,-0.3223
2.0941,-0.29567
1.9761,-0.25327
1.9183,-0.27439
2.1207,-0.31024
2.1269,-0.19323
2.1049,-0.15758
1.8567,-0.17754
1.852,-0.16912
2.1225,-0.18503
2.2122,-0.20327
2.0571,-0.27273
1.9531,-0.26855
1.9911,-0.26747
2.1516,-0.27666
3.4143,-0.2071
4.2295,-0.14076
2.4181,-0.10574
2.7466,-0.1029
3.0211,-0.11359
2.9569,-0.0084747
2.9838,-0.055328
3.4035,-0.05898
3.1141,0
1.9147,0
1.8233,-0.044315
1.8684,-0.0029797
2.0172,-0.010999
2.1599,0
2.2711,-0.043345
2.1029,0
1.9406,-0.029188
1.8106,-0.0036124
1.8011,-0.013764
1.796,0
1.8469,-0.047409
1.7098,-0.029746
1.8872,-0.03207
2.515,0
1.7862,0
1.8062,-0.0022365
1.9784,0
1.82,-0.04283
1.5489,0
1.6067,-0.037453
1.5271,-0.036387
1.408,0
1.3354,0
1.3654,-0.02067
1.6653,0
1.8136,-0.0094811
1.489,0
1.2078,0
1.2918,0
1.3058,-0.014831
1.354,0
1.2304,0
1.3255,0
1.5777,0
1.8584,0
1.8014,-0.023576
1.771,-0.036128
1.7165,0
1.912,-0.043994
3.5492,-0.0075053
2.9634,0
1.6862,0
1.4617,0
1.295,0
1.1395,0
1.0079,-0.043425
1.0358,-0.043486
1.1296,0
1.3429,-0.01883
1.3829,0
1.2259,0
1.1803,-0.038209
1.2718,0
1.3404,-0.02454
1.3916,0
1.2247,-0.010223
1.2514,-0.016963
2.894,-0.04983
1.6092,0
1.3767,-0.0060112
1.1737,-0.0057775
0.91155,-0.028992
0.85387,0
1.107,0
1.1742,0
1.0536,-0.031085
0.89773,-0.029215
0.91329,-0.023898
1.0775,0
1.0473,-0.045782
0.97182,-0.033509
0.85189,0
0.77652,-0.03517
0.90776,0
0.86496,0
0.78905,-0.042689
0.69992,0
0.81888,-0.012884
1.0267,0
1.1416,-0.019619
0.949,0
0.92835,0
0.85546,0
1.4802,-0.013463
1.657,-0.042227
0.85293,0
0.93934,-0.024582
0.87094,0
0.87798,0
0.94255,-0.041498
1.0871,0
1.0263,-0.041665
0.86916,-0.025118
0.76247,-0.027224
0.82932,-0.015895
0.93022,-0.043699
1.0643,0
1.0423,-0.010294
1.086,-0.038554
0.85325,0
0.87163,0
1.1271,-0.0077469
1.1445,-0.023004
0.88711,0
0.78777,-0.044408
0.73718,-0.021296
0.70281,0
0.86671,0
0.86895,0
0.77944,0
0.84467,-0.015358
0.84833,0
1.1464,0
1.1057,0
0.89826,-0.013689
0.7961,-0.0038739
0.73125,0
0.84084,-0.027345
0.72124,-0.074427
0.7926,-0.074599
0.91608,-0.10596
0.98749,-0.14948
1.0423,-0.1738
1.0493,-0.19335
0.70661,-0.17698
0.68149,-0.22691
0.69819,-0.26725
0.77185,-0.28921
0.86109,-0.31675
0.82773,-0.30978
0.76662,-0.32
0.72176,-0.2888
0.77912,-0.34655
1.0678,-0.42181
1.0282,-0.70952
0.83184,-0.80654
0.75072,-0.43617
0.64983,-0.48411
0.89612,-0.91372
1.457,-0.88924
1.0499,-0.96905
0.64597,-1.0747
1.4665,-1.2306
2.1003,-0.93245
1.5124,-1.43
1.3274,-1.5688
1.2382,-1.6832
1.2033,-1.8271
1.3728,-1.978
1.5689,-2.0023
1.5585,-2.1163
1.4147,-2.1911
1.389,-2.3604
1.6471,-2.4603
1.6754,-2.4837
1.5563,-2.6399
1.3799,-2.686
1.4052,-2.7629
1.4906,-2.848
1.4413,-2.9285
1.4217,-3.0568
1.2851,-3.1247
1.2751,-3.1529
1.8353,-3.295
1.556,-3.3135
1.5089,-3.3994
1.4118,-3.5173
1.4035,-3.5383
1.4989,-3.6266
1.7824,-3.6699
1.796,-3.713
1.6739,-3.8198
1.8263,-3.8341
1.7995,-3.9234
1.6279,-3.9992
1.5951,-3.9416
1.8422,-4.0188
2.0471,-4.0424
2.0302,-4.089
2.1897,-4.1577
2.3758,-4.1273
2.156,-4.2167
2.3999,-4.2021
2.1751,-4.2899
2.2699,-4.2613
2.2212,-4.336
2.6054,-4.4252
2.7348,-4.3793
2.6765,-4.1981
2.3462,-4.0067
1.9949,-3.8227
1.5024,-3.7351
2.6014,-3.6079
1.9677,-3.6172
2.61,-3.6251
2.2903,-3.6585
3.0169,-3.6799
4.5385,-3.6601
7.5655,-3.6657
5.7292,-3.6444
2.9401,-3.6318
2.6176,-3.5997
2.7847,-3.6097
2.7831,-3.6482
2.9444,-3.6205
2.5881,-3.6229
2.6676,-3.7074
2.0787,-3.6999
2.2104,-3.6322
3.4113,-3.6636
3.819,-3.6679
1.8461,-3.6554
1.8625,-3.6768
2.0208,-3.7034
2.3249,-3.6994
2.3281,-3.7135
2.5625,-3.6512
2.096,-3.633
2.6134,-3.5506
2.6545,-3.5665
2.1511,-3.3912
1.9748,-3.3402
2.0584,-3.2982
2.1969,-3.2887
2.1743,-3.269
2.0563,-3.1418
1.7797,-3.0728
2.1472,-2.925
2.7652,-2.9425
1.9079,-1.2168
2.0828,-2.6637
8,-2.0079
8,-1.7973
8,-1.5282
8,-1.6532
8,-1.6573
8,-1.4556
8,-1.6551
7.9127,-1.7095
5.9068,-1.7557
4.6742,-0.53354
4.0226,-1.2055
4.3091,-1.9526
4.5555,-1.8251
3.2042,-1.6411
3.8975,-1.3867
4.6502,-1.3949
3.3726,-1.286
4.0736,-1.3496
3.3408,-1.2647
4.2351,-0.84125
1.7026,-0.50819
1.7431,-0.66815
1.9833,-0.67371
2.0252,-0.6525
1.9353,-0.67548
1.8151,-0.51882
1.6355,-0.41911
1.6987,-0.42534
1.8033,-0.45495
1.8313,-0.42664
1.8977,-0.41622
2.2827,-0.35521
2.3349,-0.22836
2.454,-0.26321
2.2811,-0.20528
2.2362,-0.19245
2.4984,-0.21841
2.4236,-0.22827
2.4096,-0.17486
2.1821,-0.088212
2.1673,-0.15481
2.4064,-0.17031
2.5379,-0.1861
2.3909,-0.18523
2.3155,-0.26071
2.3647,-0.26633
2.5014,-0.15293
4.0342,-0.18218
4.9326,-0.088785
2.8479,-0.14105
